assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	downsampled
GCA_020108015.1	SAMN19762873	296	Acinetobacter baumannii	DETAB-E397	TRUE	2019-10-29	China	hangzhou	NCBI	4474161	0.391	0	141	251072	74442	13940	99.7	470	Acinetobacter baumannii	81.56	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1|sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2019-10-29	2019	TRUE	TRUE
GCA_021385125.1	SAMN19523619	200	Acinetobacter baumannii	R1000-1	TRUE	2018	China		NCBI	4103990	0.389	0	81	354628	153379	20538	99.8	470	Acinetobacter baumannii	88.89	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-225|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2018-01-18	2018	TRUE	TRUE
GCA_021385195.1	SAMN19523616	200	Acinetobacter baumannii	R996-3	TRUE	2018	China		NCBI	4045519	0.389	0	103	257905	143834	17396	99.8	470	Acinetobacter baumannii	85.44	ST2	7	KL7	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2018-05-31	2018	TRUE	TRUE
GCA_021385215.1	SAMN19523615	200	Acinetobacter baumannii	R991	TRUE	2018	China		NCBI	4049860	0.389	0	100	308825	106428	20147	99.8	470	Acinetobacter baumannii	80	ST1555	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST1555-KL2	2018-12-02	2018	TRUE	TRUE
GCA_021385225.1	SAMN19523614	200	Acinetobacter baumannii	R966-1	TRUE	2018	China	chongqing	NCBI	3954182	0.388	0	87	292679	121948	19434	99.8	470	Acinetobacter baumannii	86.21	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-06-23	2018	TRUE	TRUE
GCA_021385275.1	SAMN19523612	200	Acinetobacter baumannii	R963	TRUE	2018	China	chongqing	NCBI	3959698	0.389	0	74	292687	140355	20744	99.8	470	Acinetobacter baumannii	86.49	ST2	7	KL125	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL125	2018-08-28	2018	TRUE	TRUE
GCA_021385285.1	SAMN19523613	200	Acinetobacter baumannii	R964	TRUE	2018	China	chongqing	NCBI	3935395	0.388	0	74	292695	131012	23323	99.8	470	Acinetobacter baumannii	85.14	ST2	7	KL9	Very high	OCL1	Good	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL9	2018-03-01	2018	TRUE	TRUE
GCA_021385475.1	SAMN19523603	200	Acinetobacter baumannii	R927-2	TRUE	2018	China	tianjin	NCBI	4008675	0.39	0	80	274576	145521	18210	99.7	470	Acinetobacter baumannii	86.25	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-10-02	2018	TRUE	TRUE
GCA_021385535.1	SAMN19523600	200	Acinetobacter baumannii	R955	TRUE	2018	China		NCBI	3948648	0.388	0	67	266003	122061	21900	99.7	470	Acinetobacter baumannii	85.07	ST2	7	KL210	Good	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL210	2018-10-08	2018	TRUE	TRUE
GCA_021385615.1	SAMN19523595	200	Acinetobacter baumannii	R905-2	TRUE	2018	China		NCBI	4029876	0.389	0	80	257905	143834	19930	99.8	470	Acinetobacter baumannii	82.5	ST2	7	KL7	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2018-03-14	2018	TRUE	TRUE
GCA_021385635.1	SAMN19523596	200	Acinetobacter baumannii	R906	TRUE	2018	China		NCBI	3901471	0.389	0	80	268823	162326	20786	99.8	470	Acinetobacter baumannii	86.25	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-11-07	2018	TRUE	TRUE
GCA_021385735.1	SAMN19523588	200	Acinetobacter baumannii	R872-1	TRUE	2018	China	shenzhen	NCBI	3867895	0.389	0	75	194222	132044	20786	99.8	470	Acinetobacter baumannii	85.33	ST2	7	KL2	Very high	OCL1	Good	aadA24|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A													sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-05-12	2018	TRUE	TRUE
GCA_021385815.1	SAMN19523586	200	Acinetobacter baumannii	R870	TRUE	2018	China	shenzhen	NCBI	3856568	0.389	0	66	292582	140356	22535	99.8	470	Acinetobacter baumannii	84.85	ST2	7	KL2	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A													sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-10-27	2018	TRUE	TRUE
GCA_021385825.1	SAMN19523585	200	Acinetobacter baumannii	R865-1	TRUE	2018	China	shenzhen	NCBI	3955593	0.388	0	67	292583	140356	22281	99.8	470	Acinetobacter baumannii	85.07	ST2	7	KL2	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-06-15	2018	TRUE	TRUE
GCA_021386075.1	SAMN19523576	200	Acinetobacter baumannii	R794-1	TRUE	2018	China		NCBI	4022623	0.389	0	80	354675	141716	15820	99.8	470	Acinetobacter baumannii	82.5	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-08-12	2018	TRUE	TRUE
GCA_021386115.1	SAMN19523570	200	Acinetobacter baumannii	R755-1	TRUE	2018	China	henan	NCBI	3934140	0.389	0	60	292583	179753	26713	99.7	470	Acinetobacter baumannii	81.67	ST2	7	KL77	Very high	OCL1	Good	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A														tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL77	2018-06-10	2018	TRUE	TRUE
GCA_021386135.1	SAMN19523568	200	Acinetobacter baumannii	R735	TRUE	2018	China	henan	NCBI	4060692	0.389	0	153	354843	127032	7463	99.8	470	Acinetobacter baumannii	88.89	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3')-Ia|armA	blaADC-25|blaOXA-23|blaOXA-66									catB8				sul1|sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2018-05-26	2018	TRUE	TRUE
GCA_021386175.1	SAMN19523567	200	Acinetobacter baumannii	R734	TRUE	2018	China	henan	NCBI	3847972	0.39	0	69	292583	162326	20660	99.8	470	Acinetobacter baumannii	86.96	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A														tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-02-25	2018	TRUE	TRUE
GCA_021386195.1	SAMN19523566	200	Acinetobacter baumannii	R725	TRUE	2018	China	henan	NCBI	3938975	0.389	0	92	292583	140362	19865	99.8	470	Acinetobacter baumannii	86.96	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A														tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-10-21	2018	TRUE	TRUE
GCA_021386235.1	SAMN19523564	200	Acinetobacter baumannii	R720	TRUE	2018	China		NCBI	3852572	0.389	0	72	257701	146520	25745	99.8	470	Acinetobacter baumannii	88.89	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-06-30	2018	TRUE	TRUE
GCA_021386255.1	SAMN19523563	200	Acinetobacter baumannii	R718-2	TRUE	2018	China		NCBI	3845695	0.389	0	58	292583	146520	35351	99.8	470	Acinetobacter baumannii	87.93	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-02-21	2018	TRUE	TRUE
GCA_021386325.1	SAMN19523559	200	Acinetobacter baumannii	R699	TRUE	2018	China		NCBI	4102753	0.389	0	101	299670	115497	20789	99.8	470	Acinetobacter baumannii	84.16	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-03-28	2018	TRUE	TRUE
GCA_021386365.1	SAMN19523556	200	Acinetobacter baumannii	R676	TRUE	2018	China		NCBI	3864245	0.388	0	79	250620	131099	19294	99.7	470	Acinetobacter baumannii	79.75	ST2	7	KL2	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-01-29	2018	TRUE	TRUE
GCA_021386425.1	SAMN19523555	200	Acinetobacter baumannii	R671	TRUE	2018	China		NCBI	3907351	0.388	0	72	250615	131011	20786	99.7	470	Acinetobacter baumannii	90.28	ST2	7	KL2	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-01-13	2018	TRUE	TRUE
GCA_021386875.1	SAMN19523532	200	Acinetobacter baumannii	R539	TRUE	2018	China		NCBI	3988878	0.39	0	84	364527	110111	20785	99.8	470	Acinetobacter baumannii	84.52	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA24|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-02-05	2018	TRUE	TRUE
GCA_021387035.1	SAMN19523522	200	Acinetobacter baumannii	R362-2	TRUE	2018	China		NCBI	3967673	0.389	0	66	266798	144674	25644	99.8	470	Acinetobacter baumannii	87.88	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-12-22	2018	TRUE	TRUE
GCA_021387365.1	SAMN19523508	200	Acinetobacter baumannii	R312-2	TRUE	2018	China		NCBI	4079619	0.389	0	153	308830	112480	7374	99.8	470	Acinetobacter baumannii	88.24	ST2	7	KL7	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3')-Ia|armA	blaADC-25|blaOXA-23|blaOXA-66									catB8				sul1|sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2018-07-13	2018	TRUE	TRUE
GCA_021387395.1	SAMN19523504	200	Acinetobacter baumannii	R144-1	TRUE	2018	China		NCBI	4019879	0.389	0	73	245667	156549	19930	99.8	470	Acinetobacter baumannii	86.3	ST2	7	KL7	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2018-04-05	2018	TRUE	TRUE
GCA_021387675.1	SAMN19523490	200	Acinetobacter baumannii	R63-2	TRUE	2018	China		NCBI	4000314	0.39	0	68	364524	120929	22939	99.8	470	Acinetobacter baumannii	83.82	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2018-06-22	2018	TRUE	TRUE
GCA_021387755.1	SAMN19523487	200	Acinetobacter baumannii	R45	TRUE	2018	China		NCBI	3903493	0.389	0	72	268822	141916	20786	99.8	470	Acinetobacter baumannii	86.11	ST2	7	KL14	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL14	2018-12-14	2018	TRUE	TRUE
GCA_021387785.1	SAMN19523484	200	Acinetobacter baumannii	R32	TRUE	2018	China		NCBI	3952322	0.388	0	78	265910	121948	22067	99.7	470	Acinetobacter baumannii	85.9	ST2	7	KL210	Good	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66													sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL210	2018-07-16	2018	TRUE	TRUE
GCA_021387985.1	SAMN19523477	200	Acinetobacter baumannii	T1007	TRUE	2018	China		NCBI	4097005	0.389	0	65	364528	149536	26719	99.8	470	Acinetobacter baumannii	81.54	ST2	7	KL160	Perfect	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL160	2018-11-21	2018	TRUE	TRUE
GCA_021388115.1	SAMN19523469	200	Acinetobacter baumannii	TJ1-2	TRUE	2018	China	tianjin	NCBI	3968486	0.388	0	85	315561	101259	20785	99.8	470	Acinetobacter baumannii	87.06	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-01-07	2018	TRUE	TRUE
GCA_021388135.1	SAMN19523467	200	Acinetobacter baumannii	T940	TRUE	2018	China		NCBI	3900750	0.389	0	92	354058	98219	20146	99.8	470	Acinetobacter baumannii	82.61	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-10-29	2018	TRUE	TRUE
GCA_021388145.1	SAMN19523466	200	Acinetobacter baumannii	T954-2	TRUE	2018	China		NCBI	3910154	0.389	0	77	268823	162553	20050	99.8	470	Acinetobacter baumannii	87.01	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-12-30	2018	TRUE	TRUE
GCA_021388195.1	SAMN19523463	200	Acinetobacter baumannii	T908	TRUE	2018	China		NCBI	3947072	0.388	0	72	257827	124433	21900	99.7	470	Acinetobacter baumannii	77.78	ST2	7	KL210	Good	OCL1	Very high	armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL210	2018-05-25	2018	TRUE	TRUE
GCA_021388275.1	SAMN19523460	200	Acinetobacter baumannii	T898	TRUE	2018	China		NCBI	3933306	0.39	0	77	350953	108167	20785	99.8	470	Acinetobacter baumannii	88.31	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-07-24	2018	TRUE	TRUE
GCA_021388345.1	SAMN19523457	200	Acinetobacter baumannii	T865-1	TRUE	2018	China	shenzhen	NCBI	3955115	0.388	0	70	194222	131012	22068	99.8	470	Acinetobacter baumannii	85.71	ST2	7	KL2	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-08-14	2018	TRUE	TRUE
GCA_021388415.1	SAMN19523453	200	Acinetobacter baumannii	T839-2	TRUE	2018	China		NCBI	3899573	0.389	0	71	292575	145687	20788	99.8	470	Acinetobacter baumannii	87.32	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-10-03	2018	TRUE	TRUE
GCA_021388425.1	SAMN19523450	200	Acinetobacter baumannii	T821-1	TRUE	2018	China		NCBI	4049262	0.389	0	87	364527	131812	20147	99.8	470	Acinetobacter baumannii	90.8	ST2	7	KL161	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL161	2018-08-21	2018	TRUE	TRUE
GCA_021388515.1	SAMN19523448	200	Acinetobacter baumannii	T796	TRUE	2018	China		NCBI	3967616	0.388	0	95	292583	140356	17397	99.8	470	Acinetobacter baumannii	86.32	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-09-03	2018	TRUE	TRUE
GCA_021388555.1	SAMN19523445	200	Acinetobacter baumannii	T755-1	TRUE	2018	China	henan	NCBI	3933164	0.389	0	62	292583	163732	26713	99.8	470	Acinetobacter baumannii	83.87	ST2	7	KL77	Very high	OCL1	Good	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A														tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL77	2018-02-15	2018	TRUE	TRUE
GCA_021388645.1	SAMN19523441	200	Acinetobacter baumannii	T712	TRUE	2018	China		NCBI	3922232	0.389	0	75	266798	140358	20050	99.8	470	Acinetobacter baumannii	86.67	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A														tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2018-08-19	2018	TRUE	TRUE
GCA_021388715.1	SAMN19523438	200	Acinetobacter baumannii	T681-1	TRUE	2018	China		NCBI	3907215	0.388	0	73	250620	125520	20786	99.7	470	Acinetobacter baumannii	89.04	ST2	7	KL2	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2018-03-04	2018	TRUE	TRUE
GCA_021389005.1	SAMN19523423	200	Acinetobacter baumannii	T469	TRUE	2018	China		NCBI	4007706	0.389	0	131	335217	79487	10255	99.7	470	Acinetobacter baumannii	90.84	ST2	7	KL72	Very high	OCL1	Very high	aac(6')-Ib|aadA1|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL72	2018-03-19	2018	TRUE	TRUE
GCA_021389315.1	SAMN19523405	200	Acinetobacter baumannii	21	TRUE	2018	China		NCBI	3770684	0.389	0	57	292604	131011	26778	99.8	470	Acinetobacter baumannii	85.96	ST2	7	KL51	Good	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A														tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL51	2018-07-05	2018	TRUE	TRUE
GCA_021389325.1	SAMN19523404	200	Acinetobacter baumannii	T182	TRUE	2018	China		NCBI	4112960	0.389	0	159	349334	119550	6685	99.8	470	Acinetobacter baumannii	85.53	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3')-Ia|armA	blaADC-25|blaOXA-23|blaOXA-66									catB8				sul1|sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2018-06-14	2018	TRUE	TRUE
